model,topic_id,top_words
SBERT+HDBSCAN,32,"markets, wednesday, clark, clarke, wrap, market, friday, mondays"
SBERT+HDBSCAN,33,"markets, eleanor, creagh, friday, life, wednesday, tuesday, thursday"
SBERT+HDBSCAN,34,"october, thursday, tuesday, friday, august, wednesday, monday"
SBERT+HDBSCAN,35,"october, march, august, september, november, june, february, july, december, april"
SBERT+HDBSCAN,36,"padley, marcus, tuesday, kohler, alan, wednesday"
SBERT+HDBSCAN,37,"morning, briefing, tuesday, wednesday, friday, june, july, monday, thursday, april"
SBERT+HDBSCAN,38,"armenia, karabakh, nagorno, azerbaijan, kyle, rodda, markets, ceasefire, armenian, conflict"
SBERT+HDBSCAN,39,"wednesday, july, june, friday, monday, thursday, april, tuesday, tootoosis, nelson"
SBERT+HDBSCAN,40,"march, february, tuesday, wednesday, monday, friday, thursday"
SBERT+HDBSCAN,41,"maguire, daryl, icac, admits, hears, cash, way, parliament, wagga, nsw"
SBERT+HDBSCAN,42,"berejiklian, covid, nsw, coronavirus, premier, provides, restrictions, update, test, new"
SBERT+HDBSCAN,43,"mark, premier, says, border, election, announces, labor, lockdown, cabinet, alp"
SBERT+HDBSCAN,44,"mark, covid, coronavirus, premier, announces, quarantine, restrictions, border, nsw, rottnest"
SBERT+HDBSCAN,45,"sydney, covid, parade, pride, police, sydneys, scg, revellers, gay, street"
SBERT+HDBSCAN,46,"berejiklian, maguire, daryl, gladys, icac, relationship, nsw, premier, phone, asked"
SBERT+HDBSCAN,47,"gladys, berejiklian, nsw, premier, says, icac, election, berejiklians, questions, speaks"
SBERT+HDBSCAN,48,"senator, tax, medevac, federal, nation, calls, parliament, support, repeal, trust"
SBERT+HDBSCAN,49,"tas, briefing, news, daily, morning, brief, august, june, january, july"
SBERT+HDBSCAN,50,"briefing, morning, friday, january, tuesday, thursday, monday, wednesday, news, december"
SBERT+HDBSCAN,51,"episode, mix"
SBERT+HDBSCAN,52,"friday, june, february, december, january, april, august, september, october, jan"
SBERT+HDBSCAN,53,"abc, friday, march, june, trump, july, mission, make, week, like"
SBERT+HDBSCAN,54,"euthanasia, voluntary, assisted, dying, laws, debate, parliament, legislation, tasmania, die"
SBERT+HDBSCAN,55,"asbestos, silicosis, man, school, compensation, disease, workers, reveals, cases, dust"
SBERT+HDBSCAN,56,"nols, cns, nolb, backstory, test"
SBERT+HDBSCAN,57,"covid, analyst, looks, abc, latest, figures, coronavirus, breaks, look, takes"
SBERT+HDBSCAN,58,"koala, koalas, nsw, bushfires, habitat, bushfire, national, wild, policy, save"
SBERT+HDBSCAN,59,"bathurst, race, wins, supercars, scott, mclaughlin, oliver, team, final, gisbergen"
SBERT+HDBSCAN,60,"holden, brand, motors, general, australia, commodore, holdens, dealers, demise, ford"
SBERT+HDBSCAN,61,"variant, covid, booster, says, nsw, strain, new, experts, shows, australia"
SBERT+HDBSCAN,62,"vaping, smoking, cigarettes, nicotine, ban, cigarette, health, tobacco, debate, laws"
SBERT+HDBSCAN,63,"ricciardo, prix, grand, hamilton, daniel, lewis, wins, crash, formula, ferrari"
SBERT+HDBSCAN,64,"boris, johnson, coronavirus, covid, lockdown, restrictions, says, announces, new, england"
SBERT+HDBSCAN,65,"covid, medi, hotel, new, prison, opening, south, takes, home, regional"
SBERT+HDBSCAN,66,"eurovision, contest, performs, song, montaigne, miller, kate, heidke, australia, coronavirus"
SBERT+HDBSCAN,67,"brexit, deal, theresa, vote, says, british, parliament, european, britain, talks"
SBERT+HDBSCAN,68,"johnson, brexit, election, says, johnsons, parliament, minister, prime, deal, british"
SBERT+HDBSCAN,69,"thunberg, greta, climate, david, attenborough, cop, says, activist, change, trump"
SBERT+HDBSCAN,70,"korea, north, kim, jong, south, trump, korean, donald, summit, says"
SBERT+HDBSCAN,71,"assange, julian, extradition, wikileaks, court, hearing, founder, prison, says, lawyer"
SBERT+HDBSCAN,72,"jock, palfreeman, bulgarian, bulgaria, parole, speaks, released, detention, court, australian"
SBERT+HDBSCAN,73,"extradition, leifer, malka, court, israel, australia, israeli, abuse, bail, extradited"
SBERT+HDBSCAN,74,"towers, residents, owners, building, cracks, repair, million, unstable, repairs, evacuation"
SBERT+HDBSCAN,75,"mark, humphries, satirist, looks, governments, new, labuschagne, daily, politics, political"
SBERT+HDBSCAN,76,"fraser, anning, egg, egged, teenager, teen, egging, senator, defends, eggboy"
SBERT+HDBSCAN,77,"abortion, nsw, law, debate, anti, government, abortions, passes, policy, parliament"
SBERT+HDBSCAN,78,"masks, mask, face, coronavirus, covid, wear, wearing, facial, victoria, nsw"
SBERT+HDBSCAN,79,"smith, cleo, police, family, missing, carnarvon, finding, man, audio, disappearance"
SBERT+HDBSCAN,80,"japan, japanese, emperor, tokyo, new, shinzo, abe, throne, minister, prime"
SBERT+HDBSCAN,81,"caddick, melissa, nsw, case, dfat, police, investigation, remains, sydney, south"
SBERT+HDBSCAN,82,"morrison, climate, scott, change, summit, morrisons, pacific, glasgow, government, policy"
SBERT+HDBSCAN,83,"china, morrison, scott, australia, chinese, tweet, trade, indo, pacific, government"
SBERT+HDBSCAN,84,"shorten, election, scott, federal, day, debate, leaders, says, campaign, perth"
SBERT+HDBSCAN,85,"morrison, scott, says, election, minister, prime, announces, government, morrisons, trump"
SBERT+HDBSCAN,86,"wrap, wall, asx, share, jones, dow, aud"
SBERT+HDBSCAN,87,"william, tyrrell, inquest, police, hears, gary, jubelin, search, court, spedding"
SBERT+HDBSCAN,88,"crown, casino, gambling, packer, james, inquiry, resorts, regulator, licence, sydney"
SBERT+HDBSCAN,89,"epstein, jeffrey, maxwell, ghislaine, prince, andrew, death, sex, epsteins, fbi"
SBERT+HDBSCAN,90,"letters, gough, whitlam, palace, dismissal, queen, kerr, whitlams, john, sir"
SBERT+HDBSCAN,91,"philip, hospital, duke, edinburgh, queen, death, charles, says, crash, royal"
SBERT+HDBSCAN,92,"meghan, harry, prince, markle, royal, baby, interview, oprah, sussex, william"
SBERT+HDBSCAN,93,"measles, outbreak, samoa, vaccination, cases, new, vaccine, emergency, case, crisis"
SBERT+HDBSCAN,94,"simon, minister, finance, insiders, joins, trade, says, takes, lack, engagement"
SBERT+HDBSCAN,95,"norman, swan, looks, says, explains, john, confusion, examines, wayne, age"
SBERT+HDBSCAN,96,"covid, coronavirus, looks, vaccine, explains, latest, rollout, abc, australias, discusses"
SBERT+HDBSCAN,97,"space, nasa, moon, mars, spacex, landing, sky, mission, rover, rocket"
SBERT+HDBSCAN,98,"hakeem, araibi, alaraibi, australia, says, thai, thailand, detention, bahrain, refugee"
SBERT+HDBSCAN,99,"volcano, island, white, new, zealand, eruption, volcanic, victims, victim, australian"
SBERT+HDBSCAN,100,"volcano, erupts, eruption, lava, mount, palma, island, ash, stromboli, indonesian"
SBERT+HDBSCAN,101,"maradona, diego, argentina, maradonas, body, fans, soccer, obituary, dies, footballer"
SBERT+HDBSCAN,102,"rio, tinto, juukan, gorge, inquiry, blast, heritage, caves, bhp, says"
SBERT+HDBSCAN,103,"anthem, national, change, australian, indigenous, nrl, wants, stars, nations, gfg"
SBERT+HDBSCAN,104,"lead, pirie, port, smelter, nyrstar, levels, blood, emissions, epa, chemical"
SBERT+HDBSCAN,105,"coronavirus, ruby, cruise, inquiry, diamond, ship, nsw, passengers, crew, covid"
SBERT+HDBSCAN,106,"nuclear, chernobyl, fukushima, radiation, plant, disaster, russian, power, russia, spill"
SBERT+HDBSCAN,107,"petrol, prices, fuel, price, canberra, oil, accc, low, high, stations"
SBERT+HDBSCAN,108,"diamond, diamonds, argyle, pink, australian, rio, closure, australia, tinto, discovery"
SBERT+HDBSCAN,109,"approval, environmental, coal, environment, qld, approvals, minister, siemens, csiro, government"
SBERT+HDBSCAN,110,"iron, ore, china, bhp, price, trade, train, boom, record, asx"
SBERT+HDBSCAN,111,"strike, change, students, protest, student, school, australian, youth, action, schools"
SBERT+HDBSCAN,112,"fracking, gas, holes, exploration, election, basin, energy, protesters, moratorium, territory"
SBERT+HDBSCAN,113,"dental, dentist, teeth, mouth, health, dentists, care, coronavirus, public, calls"
SBERT+HDBSCAN,114,"bob, hawke, hawkes, death, minister, federal, college, dalpuget, life, look"
SBERT+HDBSCAN,115,"coal, gold, mining, power, queensland, station, new, china, gas, australian"
SBERT+HDBSCAN,116,"carbon, emissions, gas, australia, government, climate, methane, check, fact, fossil"
SBERT+HDBSCAN,117,"wind, farm, australia, turbines, farms, offshore, energy, farmers, massive, gippsland"
SBERT+HDBSCAN,118,"climate, australia, change, australians, pacific, australian, inaction, australias, action, need"
SBERT+HDBSCAN,119,"change, action, scientists, says, global, election, science, government, emergency, end"
SBERT+HDBSCAN,120,"car, cars, vehicle, vehicles, australia, tax, charging, future, labor, politics"
SBERT+HDBSCAN,121,"energy, electricity, power, prices, bills, market, consumers, customers, nsw, embedded"
SBERT+HDBSCAN,122,"power, grid, panels, farm, energy, rooftop, panel, farms, tariff, owners"
SBERT+HDBSCAN,123,"energy, renewable, renewables, power, investment, australia, cent, australias, plan, queensland"
SBERT+HDBSCAN,124,"casey, looks, abc, analyst, latest, data, says, takes, look"
SBERT+HDBSCAN,125,"governor, andrew, cuomo, new, sexual, york, resign, harassment, women, aide"
SBERT+HDBSCAN,126,"train, derailment, derails, wallan, melbourne, driver, speed, high, scotland, trains"
SBERT+HDBSCAN,127,"ardern, jacinda, new, zealand, election, minister, parliament, announces, leader, wins"
SBERT+HDBSCAN,128,"holocaust, nazi, jewish, hitler, outback, nazis, germany, history, jews, auschwitz"
SBERT+HDBSCAN,129,"police, tear, gas, water, hong, kong, protesters, cannon, cannons, protests"
SBERT+HDBSCAN,130,"thai, thailand, king, protests, election, bangkok, protesters, thailands, monarchy, protest"
SBERT+HDBSCAN,131,"kyi, san, aung, myanmar, coup, detained, kyis, charged, china, charges"
SBERT+HDBSCAN,132,"myanmar, military, coup, protests, protesters, myanmars, australian, australia, killed, protest"
SBERT+HDBSCAN,133,"oil, spill, mauritius, ship, exxon, brazil, tanker, environment, river, chemical"
SBERT+HDBSCAN,134,"bubble, travel, new, zealand, australia, tasman, trans, covid, coronavirus, says"
SBERT+HDBSCAN,135,"dame, notre, cathedral, flames, rebuild, spire, paris, french, inferno, saved"
SBERT+HDBSCAN,136,"new, years, eve, sydney, day, australia, nye, cancelled, industry, adelaide"
SBERT+HDBSCAN,137,"amazon, brazil, fires, brazilian, bolsonaro, deforestation, president, wildfires, brazils, military"
SBERT+HDBSCAN,138,"cladding, combustible, flammable, apartment, buildings, risk, grenfell, government, building, victorian"
SBERT+HDBSCAN,139,"bushfire, bushfires, nsw, fires, emergency, smoke, firefighters, queensland, homes, victoria"
SBERT+HDBSCAN,140,"water, boat, bombers, bushfire, helicopters, esperance, coast, bomber, waterbombing, contain"
SBERT+HDBSCAN,141,"horse, horses, racing, jockey, racehorse, darren, racehorses, weir, trainer, race"
SBERT+HDBSCAN,142,"rodeo, bull, school, bulls, anger, clown, rider, riding, run, festival"
SBERT+HDBSCAN,143,"victims, families, trial, suspects, men, court, australian, charged, murder, russia"
SBERT+HDBSCAN,144,"intelligence, artificial, digital, technology, new, used, age, scientists, tesla, tech"
SBERT+HDBSCAN,145,"afp, raids, raid, abc, court, police, federal, says, awu, cash"
SBERT+HDBSCAN,146,"coronavirus, gyms, nsw, restrictions, exercise, fitness, covid, queensland, gym, canberra"
SBERT+HDBSCAN,147,"ramadan, coronavirus, muslims, muslim, family, ostrich, fasting, pandemic, food, isolation"
SBERT+HDBSCAN,148,"tszyu, tim, horn, jeff, zerafa, michael, boxing, win, australian, bendigo"
SBERT+HDBSCAN,149,"ufc, boxing, fury, tyson, conor, mcgregor, boxer, wilder, deontay, beats"
SBERT+HDBSCAN,150,"aiia, maasarwe, family, speaks, maasarwes, father, outside, court, murder, herrmann"
SBERT+HDBSCAN,151,"philippines, japan, hagibis, hits, toll, death, goni, super, haishen, storm"
SBERT+HDBSCAN,152,"hand, sanitiser, coronavirus, handwashing, covid, washing, soap, hospitals, health, distillers"
SBERT+HDBSCAN,153,"moore, kylie, gilbert, iran, prison, jailed, released, australia, swap, qarchak"
SBERT+HDBSCAN,154,"tour, france, wins, stage, porte, caleb, ewan, richie, australian, alaphilippe"
SBERT+HDBSCAN,155,"second, energy, says, power, park, melville, seeing, government, developer"
SBERT+HDBSCAN,156,"belarus, lukashenko, protests, protesters, minsk, alexander, election, belarusian, protest, opposition"
SBERT+HDBSCAN,157,"russia, navalny, russian, alexei, putin, vladimir, says, poisoning, moscow, critic"
SBERT+HDBSCAN,158,"virginia, trioli, weekend, reads, news, breakfast, best, abc"
SBERT+HDBSCAN,159,"news, abc, headlines, latest, update, headline, ros, childs, presents, finance"
SBERT+HDBSCAN,160,"palmer, clive, election, federal, political, party, herbert, australia, palmers, deal"
SBERT+HDBSCAN,161,"palmer, clive, nickel, court, border, queensland, legal, mcgowan, challenge, mark"
SBERT+HDBSCAN,162,"laura, tingle, discusses, looks, latest, day, canberra, politics, political, governments"
SBERT+HDBSCAN,163,"kirkup, zak, leader, election, harvey, liza, liberal, liberals, opposition, win"
SBERT+HDBSCAN,164,"alcott, dylan, open, wins, tennis, dakar, wheelchair, title, australian, rally"
SBERT+HDBSCAN,165,"tiger, woods, golf, masters, wins, championship, pga, bryson, dechambeau, car"
SBERT+HDBSCAN,166,"barty, ash, open, australian, tennis, wimbledon, wins, number, ashleigh, french"
SBERT+HDBSCAN,167,"tennis, open, australian, murray, andy, players, player, australia, stars, tournament"
SBERT+HDBSCAN,168,"williams, open, serena, australian, naomi, osaka, final, wimbledon, win, gauff"
SBERT+HDBSCAN,169,"open, australian, djokovic, federer, nadal, novak, roger, rafael, final, wins"
SBERT+HDBSCAN,170,"kyrgios, nick, open, australian, tomic, nadal, round, match, bernard, atp"
SBERT+HDBSCAN,171,"year, changed, review, wechats, role, raises, politics, new, australian"
SBERT+HDBSCAN,172,"bee, bees, honey, beekeepers, native, pollination, beekeeping, industry, drought, almond"
SBERT+HDBSCAN,173,"defence, bombing, news, charles, years, briefing, project, power, battle, long"
SBERT+HDBSCAN,174,"coronavirus, racism, china, australia, racist, asian, covid, australians, attack, discrimination"
SBERT+HDBSCAN,175,"sydney, briefing, morning, adelaide, thursday, wednesday, tuesday, news, friday"
SBERT+HDBSCAN,176,"folau, israel, rugby, australia, gay, league, dragons, comments, legal, wallabies"
SBERT+HDBSCAN,177,"yang, sun, mack, horton, doping, swimmer, drug, case, court, ban"
SBERT+HDBSCAN,178,"shayna, jack, doping, ban, wada, russia, test, jacks, swimmer, appeal"
SBERT+HDBSCAN,179,"council, smelter, copper, flight, rodeo"
SBERT+HDBSCAN,180,"new, indonesia, papua, indonesian, guinea, election, west, president, independence, minister"
SBERT+HDBSCAN,181,"grants, sports, mckenzie, bridget, morrison, scott, club, inquiry, sport, support"
SBERT+HDBSCAN,182,"penny, wong, china, joins, insiders, coalition, says, shake, accuses, senator"
SBERT+HDBSCAN,183,"super, netball, swifts, vixens, nsw, coast, melbourne, fever, lightning, final"
SBERT+HDBSCAN,184,"netball, super, indigenous, shot, sport, competition, football, game, new, queensland"
SBERT+HDBSCAN,185,"sam, kerr, matildas, chelsea, win, league, scores, cup, womens, goal"
SBERT+HDBSCAN,186,"tiktok, china, video, security, app, ban, trump, users, content, bans"
SBERT+HDBSCAN,187,"instagram, influencers, influencer, embrace, egg, social, media, wellness, trial, change"
SBERT+HDBSCAN,188,"facebook, media, social, news, google, ban, twitter, australian, says, code"
SBERT+HDBSCAN,189,"religious, discrimination, freedom, government, draft, act, religion, new, second, delays"
SBERT+HDBSCAN,190,"philippines, duterte, rodrigo, president, drug, says, philippine, rescued, election, war"
SBERT+HDBSCAN,191,"george, floyd, protests, death, police, floyds, trump, minneapolis, donald, updates"
SBERT+HDBSCAN,192,"migrants, coast, spanish, boat, libya, cross, drown, english, ship, channel"
SBERT+HDBSCAN,193,"ginsburg, ruth, barrett, bader, court, supreme, coney, amy, trump, justice"
SBERT+HDBSCAN,194,"sudan, bashir, coup, military, protests, says, president, omar, death, protest"
SBERT+HDBSCAN,195,"tigray, ethiopia, ethiopian, conflict, region, eritrea, forces, australian, australia, refugees"
SBERT+HDBSCAN,196,"sri, lanka, bombings, lankan, victims, attacks, election, says, attack, bombing"
SBERT+HDBSCAN,197,"cambodia, cambodian, opposition, rouge, khmer, prison, australian, return, jail, trial"
SBERT+HDBSCAN,198,"refugees, asylum, refugee, seekers, nauru, australia, manus, seeker, detention, island"
SBERT+HDBSCAN,199,"family, biloela, tamil, deportation, christmas, says, asylum, facing, court, island"
SBERT+HDBSCAN,200,"venezuela, maduro, guaido, venezuelan, president, military, juan, trump, crisis, opposition"
SBERT+HDBSCAN,201,"kashmir, pakistan, india, indian, imran, khan, tension, kills, pilot, modi"
SBERT+HDBSCAN,202,"perry, ellyse, australia, womens, cricket, wbbl, alyssa, healy, injury, new"
SBERT+HDBSCAN,203,"beirut, explosion, blast, lebanon, port, lebanons, lebanese, hospitals, ammonium, nitrate"
SBERT+HDBSCAN,204,"lebanon, protesters, protests, lebanese, beirut, protest, blast, prime, minister, clash"
SBERT+HDBSCAN,205,"netanyahu, benjamin, israel, election, corruption, israeli, israels, coalition, says, trial"
SBERT+HDBSCAN,206,"taliban, afghanistan, afghan, kabul, airport, says, afghans, troops, australian, women"
SBERT+HDBSCAN,207,"war, crimes, afghanistan, report, defence, brereton, afghan, sas, alleged, crime"
SBERT+HDBSCAN,208,"israel, gaza, israeli, palestinian, ceasefire, hamas, strikes, trump, bank, west"
SBERT+HDBSCAN,209,"bbl, heat, brisbane, wbbl, sydney, thunder, final, sixers, stars, win"
SBERT+HDBSCAN,210,"kamala, harris, biden, joe, election, vice, president, presidential, trump, donald"
SBERT+HDBSCAN,211,"capitol, trump, washington, donald, riots, riot, police, protesters, supporters, protest"
SBERT+HDBSCAN,212,"rebellion, extinction, protesters, climate, protest, brisbane, cbd, protester, disrupt, protests"
SBERT+HDBSCAN,213,"drone, footage, drones, shows, canberra, google, vision, police, used, man"
SBERT+HDBSCAN,214,"state, islamic, begum, shamima, children, sharrouf, wife, ruler, girl, citizenship"
SBERT+HDBSCAN,215,"syria, australian, syrian, children, camp, state, islamic, australians, hawl, orphans"
SBERT+HDBSCAN,216,"baghdadi, islamic, state, abu, bakr, killed, leader, death, trump, syria"
SBERT+HDBSCAN,217,"syria, turkey, syrian, turkish, kurdish, erdogan, says, president, kurds, trump"
SBERT+HDBSCAN,218,"trump, donald, stone, roger, pardon, pardons, flynn, michael, adviser, manafort"
SBERT+HDBSCAN,219,"right, terror, wing, extremists, group, extremism, terrorism, government, neo, terrorist"
SBERT+HDBSCAN,220,"ukraine, trump, donald, president, impeachment, ambassador, probe, transcript, says, aid"
SBERT+HDBSCAN,221,"pelosi, nancy, trump, donald, impeachment, inquiry, says, shutdown, republicans, calls"
SBERT+HDBSCAN,222,"mueller, report, trump, donald, robert, russia, investigation, muellers, says, barr"
SBERT+HDBSCAN,223,"impeachment, trump, donald, trial, senate, trumps, democrats, live, vote, president"
SBERT+HDBSCAN,224,"iran, tanker, oil, iranian, seizes, tankers, gulf, navy, britain, oman"
SBERT+HDBSCAN,225,"iran, soleimani, qassem, killing, trump, execution, donald, iraq, iranian, qassam"
SBERT+HDBSCAN,226,"iran, trump, donald, sanctions, nuclear, tensions, iranian, irans, president, new"
SBERT+HDBSCAN,227,"climb, closure, tourism, closed, calls, close, climbing, tourists, business, statement"
SBERT+HDBSCAN,228,"sports, grants, government, sport, rorts, scandal, federal, funding, saga, program"
SBERT+HDBSCAN,229,"china, border, india, himalayan, troops, clash, ladakh, tensions, kashmir, agree"
SBERT+HDBSCAN,230,"protesters, police, protest, lockdown, protests, clash, anti, melbourne, sydney, day"
SBERT+HDBSCAN,231,"matter, lives, black, protest, protests, police, sydney, rally, coronavirus, racism"
SBERT+HDBSCAN,232,"eddie, collingwood, racism, mcguire, afl, lumumba, betts, heritier, racist, says"
SBERT+HDBSCAN,233,"coronavirus, scott, covid, national, cabinet, minister, prime, australia, update, restrictions"
SBERT+HDBSCAN,234,"coronavirus, covid, trump, donald, australia, coronacheck, review, trial, drug, study"
SBERT+HDBSCAN,235,"vaccine, scott, covid, says, vaccination, coronavirus, astrazeneca, pfizer, rollout, prime"
SBERT+HDBSCAN,236,"greg, health, minister, joins, announces, hospital, insiders, qld, travel, premier"
SBERT+HDBSCAN,237,"justine, damond, noor, ruszczyk, mohamed, murder, trial, speaks, police, officer"
SBERT+HDBSCAN,238,"explosion, kills, gas, bomb, blast, injured, people, factory, bombs, plant"
SBERT+HDBSCAN,239,"coronavirus, superannuation, early, super, access, covid, withdrawal, withdrawals, scheme, fraud"
SBERT+HDBSCAN,240,"trump, wall, border, mexico, donald, says, build, funding, construction, address"
SBERT+HDBSCAN,241,"covid, vaccine, oxford, australia, coronavirus, trial, vaccines, pfizer, use, rollout"
SBERT+HDBSCAN,242,"vaccine, rollout, says, elderly, australia, italy, oxford, minister, locally, recommended"
SBERT+HDBSCAN,243,"astrazeneca, blood, says, clots, advice, confusion, people, cmo, clot, linked"
SBERT+HDBSCAN,244,"nba, simmons, ben, boomers, basketball, nbl, world, game, finals, cup"
SBERT+HDBSCAN,245,"kobe, bryant, lakers, nba, los, angeles, lebron, james, bryants, death"
SBERT+HDBSCAN,246,"coronavirus, sport, sports, community, pandemic, covid, restrictions, post, clubs, ease"
SBERT+HDBSCAN,247,"coronavirus, afl, nrl, season, players, league, covid, restart, shutdown, fans"
SBERT+HDBSCAN,248,"sanders, bernie, warren, elizabeth, democratic, campaign, new, hampshire, debate, nevada"
SBERT+HDBSCAN,249,"sport, womens, women, football, team, gender, female, girls, sports, league"
SBERT+HDBSCAN,250,"paul, election, superannuation, rudd, rba, comments, super, home, says, heart"
SBERT+HDBSCAN,251,"league, liverpool, goal, champions, premier, manchester, city, final, barcelona, united"
SBERT+HDBSCAN,252,"kevins, chant, sexist, college, students, principal, apologises, teacher, allegations, student"
SBERT+HDBSCAN,253,"vaccine, covid, coronavirus, rollout, australia, pfizer, vaccines, vaccination, says, vaccinated"
SBERT+HDBSCAN,254,"tracking, rollout, australias, october, september, november, timeline, pfizer"
SBERT+HDBSCAN,255,"record, world, marathon, running, breaks, runner, run, cheptegei, joshua, marathons"
SBERT+HDBSCAN,256,"trump, donald, election, president, white, house, trumps, says, presidency, speech"
SBERT+HDBSCAN,257,"biden, joe, trump, donald, election, president, debate, presidential, says, inauguration"
SBERT+HDBSCAN,258,"socceroos, cup, asian, world, jordan, kuwait, defeat, nil, chinese, taipei"
SBERT+HDBSCAN,259,"matildas, world, cup, womens, australia, fifa, olympic, bid, team, football"
SBERT+HDBSCAN,260,"coach, stajcic, alen, milicic, sacking, sacked, ffa, ante, world, cup"
SBERT+HDBSCAN,261,"wallabies, cup, rugby, bledisloe, world, blacks, loss, new, live, quade"
SBERT+HDBSCAN,262,"rugby, super, reds, waratahs, world, brumbies, queensland, new, cup, haka"
SBERT+HDBSCAN,263,"state, origin, maroons, nsw, queensland, qld, blues, game, win, bennett"
SBERT+HDBSCAN,264,"nrl, roosters, broncos, storm, sydney, raiders, beat, brisbane, panthers, scorecentre"
SBERT+HDBSCAN,265,"brisbane, olympics, olympic, bid, games, host, queensland, look, premier, ioc"
SBERT+HDBSCAN,266,"tokyo, olympics, olympic, games, coronavirus, ioc, says, covid, athletes, ahead"
SBERT+HDBSCAN,267,"day, test, mcg, australia, india, pitch, cricket, mullagh, medal, series"
SBERT+HDBSCAN,268,"australia, cricket, test, india, ashes, world, cup, england, day, steve"
SBERT+HDBSCAN,269,"nbn, telstra, internet, outage, phone, upgrade, says, mobile, remote, bush"
SBERT+HDBSCAN,270,"peter, gutwein, premier, tasmanian, tasmania, announces, says, tasmanias, new, restrictions"
SBERT+HDBSCAN,271,"grand, afl, gabba, brisbane, football, perth, played, stadium, host, watch"
SBERT+HDBSCAN,272,"league, sydney, perth, glory, adelaide, united, melbourne, final, grand, roar"
SBERT+HDBSCAN,273,"afl, aflw, season, draft, players, fixture, footy, changes, league, change"
SBERT+HDBSCAN,274,"afl, richmond, collingwood, adelaide, coast, crows, geelong, final, eagles, melbourne"
SBERT+HDBSCAN,275,"submarine, submarines, nuclear, deal, australia, future, french, australian, fleet, defence"
SBERT+HDBSCAN,276,"hair, hairdressers, salon, hairdresser, cuts, hairdressing, training, plus, takes, say"
SBERT+HDBSCAN,277,"card, cashless, welfare, debit, trial, scheme, extended, cards, territory, northern"
SBERT+HDBSCAN,278,"qld, election, investment, premier, corruption, property, palaszczuk, deputy, ccc, opposition"
SBERT+HDBSCAN,279,"stolen, generations, generation, children, indigenous, survivors, aboriginal, compensation, program, healing"
SBERT+HDBSCAN,280,"codes, code, covid, queensland, nsw, mandatory, australia, check, south, concerns"
SBERT+HDBSCAN,281,"coronavirus, cruise, ship, covid, ships, crew, cargo, artania, coast, stranded"
SBERT+HDBSCAN,282,"opioid, opioids, crisis, pain, sackler, family, new, crackdown, johnson, drugs"
SBERT+HDBSCAN,283,"pill, testing, drug, trial, nsw, pharmacies, government, moo, groovin, policy"
SBERT+HDBSCAN,284,"wine, industry, australia, vintage, grape, winemakers, wineries, champagne, south, australian"
SBERT+HDBSCAN,285,"wine, china, australian, tariffs, trade, exports, tariff, industry, australia, chinese"
SBERT+HDBSCAN,286,"albanese, anthony, labor, setka, says, john, leader, leadership, opposition, speaks"
